X50.simulation.time,X50.simulation.CPlas,X50.simulation.CL,X50.simulation.CK,X50.simulation.CS,X50.simulation.CLu,X50.simulation.CBr,X50.simulation.Bal,X50.simulation.Abile,X50.simulation.Aurine,X50.simulation.Cbile,X50.simulation.Curine,X50.conf_intervals.time,X50.conf_intervals.CPlas_mean,X50.conf_intervals.CPlas_lower,X50.conf_intervals.CPlas_upper,X50.conf_intervals.CL_mean,X50.conf_intervals.CL_lower,X50.conf_intervals.CL_upper,X50.conf_intervals.CK_mean,X50.conf_intervals.CK_lower,X50.conf_intervals.CK_upper,X50.conf_intervals.CS_mean,X50.conf_intervals.CS_lower,X50.conf_intervals.CS_upper,X50.conf_intervals.CLu_mean,X50.conf_intervals.CLu_lower,X50.conf_intervals.CLu_upper,X50.conf_intervals.CBr_mean,X50.conf_intervals.CBr_lower,X50.conf_intervals.CBr_upper,X50.conf_intervals.Bal_mean,X50.conf_intervals.Bal_lower,X50.conf_intervals.Bal_upper,X50.conf_intervals.Abile_mean,X50.conf_intervals.Abile_lower,X50.conf_intervals.Abile_upper,X50.conf_intervals.Aurine_mean,X50.conf_intervals.Aurine_lower,X50.conf_intervals.Aurine_upper,X50.conf_intervals.Cbile_mean,X50.conf_intervals.Cbile_lower,X50.conf_intervals.Cbile_upper,X50.conf_intervals.Curine_mean,X50.conf_intervals.Curine_lower,X50.conf_intervals.Curine_upper,X100.simulation.time,X100.simulation.CPlas,X100.simulation.CL,X100.simulation.CK,X100.simulation.CS,X100.simulation.CLu,X100.simulation.CBr,X100.simulation.Bal,X100.simulation.Abile,X100.simulation.Aurine,X100.simulation.Cbile,X100.simulation.Curine,X100.conf_intervals.time,X100.conf_intervals.CPlas_mean,X100.conf_intervals.CPlas_lower,X100.conf_intervals.CPlas_upper,X100.conf_intervals.CL_mean,X100.conf_intervals.CL_lower,X100.conf_intervals.CL_upper,X100.conf_intervals.CK_mean,X100.conf_intervals.CK_lower,X100.conf_intervals.CK_upper,X100.conf_intervals.CS_mean,X100.conf_intervals.CS_lower,X100.conf_intervals.CS_upper,X100.conf_intervals.CLu_mean,X100.conf_intervals.CLu_lower,X100.conf_intervals.CLu_upper,X100.conf_intervals.CBr_mean,X100.conf_intervals.CBr_lower,X100.conf_intervals.CBr_upper,X100.conf_intervals.Bal_mean,X100.conf_intervals.Bal_lower,X100.conf_intervals.Bal_upper,X100.conf_intervals.Abile_mean,X100.conf_intervals.Abile_lower,X100.conf_intervals.Abile_upper,X100.conf_intervals.Aurine_mean,X100.conf_intervals.Aurine_lower,X100.conf_intervals.Aurine_upper,X100.conf_intervals.Cbile_mean,X100.conf_intervals.Cbile_lower,X100.conf_intervals.Cbile_upper,X100.conf_intervals.Curine_mean,X100.conf_intervals.Curine_lower,X100.conf_intervals.Curine_upper,X200.simulation.time,X200.simulation.CPlas,X200.simulation.CL,X200.simulation.CK,X200.simulation.CS,X200.simulation.CLu,X200.simulation.CBr,X200.simulation.Bal,X200.simulation.Abile,X200.simulation.Aurine,X200.simulation.Cbile,X200.simulation.Curine,X200.conf_intervals.time,X200.conf_intervals.CPlas_mean,X200.conf_intervals.CPlas_lower,X200.conf_intervals.CPlas_upper,X200.conf_intervals.CL_mean,X200.conf_intervals.CL_lower,X200.conf_intervals.CL_upper,X200.conf_intervals.CK_mean,X200.conf_intervals.CK_lower,X200.conf_intervals.CK_upper,X200.conf_intervals.CS_mean,X200.conf_intervals.CS_lower,X200.conf_intervals.CS_upper,X200.conf_intervals.CLu_mean,X200.conf_intervals.CLu_lower,X200.conf_intervals.CLu_upper,X200.conf_intervals.CBr_mean,X200.conf_intervals.CBr_lower,X200.conf_intervals.CBr_upper,X200.conf_intervals.Bal_mean,X200.conf_intervals.Bal_lower,X200.conf_intervals.Bal_upper,X200.conf_intervals.Abile_mean,X200.conf_intervals.Abile_lower,X200.conf_intervals.Abile_upper,X200.conf_intervals.Aurine_mean,X200.conf_intervals.Aurine_lower,X200.conf_intervals.Aurine_upper,X200.conf_intervals.Cbile_mean,X200.conf_intervals.Cbile_lower,X200.conf_intervals.Cbile_upper,X200.conf_intervals.Curine_mean,X200.conf_intervals.Curine_lower,X200.conf_intervals.Curine_upper
487,-4.22E-06,0.345155935,0.000556258,0.084550188,0.007403939,0.001815567,26.25000039,26.24947658,2.15E-05,13124.73829,0.010738675,487,-3.04E-06,-5.01E-06,-4.82E-07,0.34470854,0.336187863,0.351890173,0.000560452,0.00039377,0.000779464,0.085506429,0.062398883,0.115016027,0.007561923,0.005349916,0.010652443,0.00183955,0.001314609,0.002469339,26.25000039,26.25000028,26.25000052,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010848013,0.008265393,0.013894166,487,2.35E-07,0.690276314,0.001115858,0.169087937,0.014811787,0.003632526,52.50000077,52.49895316,4.30E-05,26249.47658,0.02147541,487,-1.51E-07,-1.48E-05,5.80E-06,0.689698862,0.673274734,0.704231972,0.001137523,0.000811773,0.00153145,0.171328919,0.122287286,0.231853749,0.014829364,0.010447636,0.020090437,0.003662745,0.002622607,0.005000157,52.50000078,52.50000056,52.50000106,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550171,0.016518844,0.027246226,487,-9.92E-07,1.380558581,0.002231153,0.338177955,0.029622914,0.007257381,105.0000015,104.9979063,8.59E-05,52498.95316,0.042951144,487,-3.74E-06,-1.26E-05,9.29E-07,1.379321956,1.344612862,1.407925356,0.002245652,0.001590831,0.003088356,0.342332749,0.248639401,0.458141849,0.030037218,0.02179213,0.040277239,0.007352378,0.005229364,0.010100296,105.0000016,105.0000011,105.0000021,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112894,52498.95319,52498.95228,52498.95431,0.043146552,0.033370746,0.056446809
488,-3.61E-06,0.34515342,0.000556494,0.084549308,0.007404215,0.001822823,26.25000039,26.24947658,2.15E-05,13124.73829,0.010738538,488,-2.64E-06,-4.66E-06,-7.82E-07,0.344707004,0.336193398,0.35189291,0.000560608,0.00039401,0.000778626,0.085505957,0.062398642,0.115012694,0.007562114,0.005349817,0.010652137,0.001846884,0.00131986,0.002479125,26.25000039,26.25000028,26.25000053,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847935,0.008265113,0.013893945,488,1.19E-07,0.69027679,0.001115813,0.169088104,0.014811735,0.003646923,52.50000077,52.49895316,4.30E-05,26249.47658,0.021475436,488,-9.58E-07,-2.45E-05,5.46E-06,0.689702312,0.673274909,0.704232803,0.001137214,0.000810389,0.001531475,0.171330183,0.122280152,0.231854458,0.014829011,0.010447589,0.020090291,0.003677239,0.00263304,0.005019164,52.50000078,52.50000056,52.50000107,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550363,0.016518885,0.027246616,488,-3.58E-07,1.380555981,0.002231397,0.338177046,0.0296232,0.007286292,105.0000015,104.9979063,8.59E-05,52498.95316,0.042951003,488,-1.23E-06,-7.54E-06,1.58E-05,1.379311631,1.344585857,1.407923937,0.002246621,0.001590814,0.003089078,0.342328958,0.248639555,0.458140332,0.030038339,0.021793942,0.040279989,0.007381733,0.005250138,0.010140383,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.00011289,52498.95319,52498.95228,52498.95431,0.043145977,0.033366537,0.056445123
489,-2.15E-06,0.345147458,0.000557055,0.084547222,0.007404871,0.001830128,26.25000039,26.24947658,2.15E-05,13124.73829,0.010738212,489,-1.73E-06,-3.71E-06,-6.62E-07,0.344703259,0.336188405,0.351890209,0.000560959,0.000394587,0.000778963,0.085504626,0.062398502,0.11500969,0.007562524,0.00534972,0.0106526,0.001854243,0.00132511,0.002488896,26.25000039,26.25000028,26.25000053,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.01084773,0.0082651,0.013893914,489,1.12E-07,0.690276818,0.001115811,0.169088114,0.014811732,0.003661293,52.50000078,52.49895316,4.30E-05,26249.47658,0.021475437,489,-9.40E-07,-2.87E-05,1.17E-05,0.689702441,0.673275003,0.704176478,0.001137223,0.000809321,0.001531484,0.171330275,0.122272806,0.231854658,0.01482903,0.010447565,0.020090244,0.003691765,0.00264347,0.005038469,52.50000078,52.50000056,52.50000107,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550372,0.01651889,0.027246987,489,-2.51E-07,1.380555545,0.002231438,0.338176893,0.029623248,0.00731515,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950979,489,-2.15E-07,-3.73E-06,1.69E-05,1.379307357,1.344571941,1.407923521,0.002247009,0.001590797,0.003089371,0.342327342,0.248639556,0.458139335,0.030038783,0.021794847,0.040281243,0.007410975,0.005270884,0.010180314,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145733,0.033367862,0.05644424
490,-7.70E-07,0.345141802,0.000557587,0.084545244,0.007405493,0.001837425,26.25000039,26.24947658,2.15E-05,13124.73829,0.010737904,490,-1.05E-06,-2.70E-06,-5.50E-07,0.344700443,0.33618445,0.351886279,0.000561218,0.000395092,0.000779496,0.085503605,0.062398348,0.115008337,0.007562824,0.005350121,0.010653318,0.00186158,0.001330359,0.002498671,26.2500004,26.25000028,26.25000053,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847573,0.008265084,0.01389388,490,1.05E-07,0.690276845,0.001115808,0.169088123,0.014811729,0.003675662,52.50000078,52.49895316,4.30E-05,26249.47658,0.021475439,490,-4.81E-07,-3.00E-05,1.69E-05,0.689700613,0.673275041,0.704132175,0.001137401,0.000809356,0.001531492,0.171329646,0.122268842,0.231854858,0.01482924,0.010447545,0.020090242,0.003706301,0.002653851,0.005058071,52.50000079,52.50000056,52.50000107,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550272,0.016518891,0.027247328,490,-1.45E-07,1.38055511,0.002231479,0.338176741,0.029623296,0.007344008,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950955,490,-2.58E-07,-2.46E-06,6.87E-06,1.379307445,1.344566009,1.407923164,0.002246991,0.00159078,0.00308946,0.342327358,0.248639561,0.458139068,0.030038762,0.02179489,0.040281552,0.007440124,0.005291626,0.010220243,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145737,0.033369733,0.056444207
491,-7.10E-07,0.345141555,0.00055761,0.084545158,0.007405521,0.00184461,26.25000039,26.24947658,2.15E-05,13124.73829,0.01073789,491,-7.65E-07,-1.64E-06,-4.37E-07,0.344699245,0.336178712,0.351883324,0.000561327,0.000395121,0.000779997,0.085503157,0.062398224,0.115008196,0.007562949,0.005350521,0.010653586,0.001868882,0.001335606,0.002508444,26.2500004,26.25000028,26.25000053,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847505,0.008265075,0.013893854,491,9.86E-08,0.690276873,0.001115806,0.169088133,0.014811726,0.003690032,52.50000078,52.49895316,4.30E-05,26249.47658,0.02147544,491,1.28E-08,-2.42E-05,2.20E-05,0.689698565,0.673275045,0.704099656,0.001137591,0.00080932,0.001531491,0.171328905,0.122268258,0.231854878,0.014829462,0.010447515,0.020090232,0.003720832,0.002664232,0.005077971,52.50000079,52.50000057,52.50000108,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550158,0.016518893,0.027247424,491,-5.76E-08,1.380554753,0.002231513,0.338176616,0.029623335,0.007372825,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950936,491,-4.83E-07,-2.24E-06,5.30E-07,1.379308339,1.344565477,1.407922999,0.002246903,0.001590763,0.003089549,0.342327681,0.248639566,0.458138862,0.030038661,0.021794926,0.040281598,0.007469233,0.005312368,0.010260169,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145787,0.033371213,0.056444174
492,-6.68E-07,0.345141382,0.000557626,0.084545097,0.00740554,0.001851794,26.25000039,26.24947658,2.15E-05,13124.73829,0.010737881,492,-6.66E-07,-1.14E-06,-3.17E-07,0.344698837,0.336177841,0.351882755,0.000561365,0.000395137,0.000780015,0.08550301,0.062398099,0.115008103,0.007562993,0.005350622,0.010653612,0.001876168,0.001340854,0.002518215,26.2500004,26.25000028,26.25000053,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847482,0.008265065,0.013893829,492,9.19E-08,0.690276901,0.001115803,0.169088143,0.014811723,0.003704401,52.50000079,52.49895316,4.30E-05,26249.47658,0.021475442,492,4.45E-07,-1.49E-05,2.22E-05,0.689696725,0.67327505,0.704098641,0.001137756,0.000809774,0.001531491,0.17132823,0.122271055,0.231854884,0.014829655,0.010447475,0.020090248,0.003735355,0.002674613,0.005098169,52.50000079,52.50000057,52.50000108,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550055,0.016518894,0.027247459,492,-5.56E-08,1.380554745,0.002231514,0.338176613,0.029623336,0.007401456,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950935,492,-5.71E-07,-3.49E-06,3.39E-07,1.379308703,1.344564953,1.407922984,0.002246869,0.001590745,0.003089618,0.342327819,0.248639571,0.458138709,0.030038623,0.02179496,0.040281643,0.00749833,0.00533311,0.010300095,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145808,0.033371718,0.056444141
493,-6.26E-07,0.345141208,0.000557643,0.084545036,0.007405559,0.001858977,26.25000039,26.24947658,2.15E-05,13124.73829,0.010737871,493,-5.99E-07,-1.00E-06,-1.83E-07,0.344698566,0.336177659,0.351882692,0.000561391,0.000395153,0.000780033,0.085502915,0.062397975,0.11500801,0.007563023,0.005350633,0.010653639,0.00188345,0.001346102,0.002527987,26.2500004,26.25000029,26.25000054,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847467,0.008265055,0.013893804,493,8.52E-08,0.690276929,0.0011158,0.169088152,0.01481172,0.003718771,52.50000079,52.49895316,4.30E-05,26249.47658,0.021475443,493,7.25E-07,-9.03E-06,1.58E-05,0.689695484,0.673275054,0.704098566,0.001137863,0.000810228,0.00153149,0.171327775,0.122277233,0.23185489,0.014829776,0.01044745,0.020090264,0.003749866,0.002684994,0.00511845,52.5000008,52.50000057,52.50000109,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021549985,0.016518895,0.027247494,493,-5.36E-08,1.380554737,0.002231515,0.338176611,0.029623337,0.007430087,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950935,493,-5.22E-07,-2.34E-06,2.68E-07,1.379308505,1.344564429,1.40792297,0.002246888,0.001590728,0.003089619,0.342327748,0.248639577,0.458138701,0.030038644,0.021794993,0.040281688,0.007527422,0.005353853,0.010340021,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145796,0.033371911,0.056444108
494,-5.83E-07,0.345141035,0.000557659,0.084544976,0.007405578,0.001866161,26.2500004,26.24947658,2.15E-05,13124.73829,0.010737862,494,-5.30E-07,-8.77E-07,-7.72E-08,0.344698281,0.336177476,0.35188263,0.000561418,0.000395169,0.000780051,0.085502813,0.062397851,0.115007917,0.007563054,0.005350643,0.010653665,0.001890732,0.001351349,0.002537756,26.2500004,26.25000029,26.25000054,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847451,0.008265046,0.01389378,494,7.84E-08,0.690276956,0.001115798,0.169088162,0.014811717,0.00373314,52.50000079,52.49895316,4.30E-05,26249.47658,0.021475445,494,8.40E-07,-7.78E-06,1.16E-05,0.689694921,0.673275058,0.704098559,0.001137907,0.000810682,0.001531489,0.171327566,0.122285418,0.231854896,0.014829823,0.010447425,0.020090281,0.003764363,0.002695375,0.005138115,52.5000008,52.50000057,52.50000109,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021549954,0.016518897,0.027247532,494,-5.16E-08,1.38055473,0.002231515,0.338176608,0.029623338,0.007458718,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950934,494,-4.58E-07,-1.80E-06,2.25E-07,1.379308252,1.344563905,1.407922958,0.002246913,0.001590711,0.003089621,0.342327653,0.248639582,0.458138693,0.030038672,0.021795026,0.040281733,0.007556509,0.005374595,0.010379947,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145781,0.033372534,0.056444075
495,-5.41E-07,0.345140862,0.000557675,0.084544915,0.007405597,0.001873344,26.2500004,26.24947658,2.15E-05,13124.73829,0.010737852,495,-4.65E-07,-7.71E-07,-5.83E-08,0.344698016,0.336177294,0.351882567,0.000561443,0.000395185,0.000780069,0.085502718,0.062397727,0.115007823,0.007563083,0.005350654,0.010653691,0.001898013,0.001356588,0.0025475,26.2500004,26.25000029,26.25000054,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847436,0.008265036,0.013893755,495,7.17E-08,0.690276984,0.001115795,0.169088172,0.014811714,0.00374751,52.5000008,52.49895316,4.30E-05,26249.47658,0.021475446,495,8.21E-07,-6.94E-06,1.01E-05,0.689694938,0.673275063,0.704098552,0.001137898,0.000810917,0.001531489,0.171327555,0.122285662,0.231854902,0.01482981,0.010447401,0.020090281,0.00377885,0.002705756,0.005157796,52.5000008,52.50000057,52.5000011,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021549954,0.016518898,0.027247545,495,-4.97E-08,1.380554722,0.002231516,0.338176605,0.029623339,0.007487349,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950934,495,-3.79E-07,-1.50E-06,1.96E-07,1.379307937,1.344563381,1.407922953,0.002246944,0.001590694,0.003089623,0.342327533,0.248639587,0.458138685,0.030038707,0.02179506,0.040281779,0.007585591,0.005395337,0.010419873,105.0000016,105.0000011,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145764,0.033372533,0.056444042
496,-4.99E-07,0.345140688,0.000557692,0.084544855,0.007405616,0.001880528,26.2500004,26.24947658,2.15E-05,13124.73829,0.010737843,496,-4.08E-07,-6.98E-07,-4.81E-08,0.344697785,0.336177111,0.351882504,0.000561465,0.000395201,0.000780087,0.085502635,0.062397603,0.11500773,0.007563109,0.005350664,0.010653718,0.001905293,0.001361822,0.002557243,26.2500004,26.25000029,26.25000054,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847424,0.008265026,0.013893731,496,6.50E-08,0.690277012,0.001115793,0.169088181,0.01481171,0.003761879,52.5000008,52.49895316,4.30E-05,26249.47658,0.021475448,496,6.75E-07,-5.70E-06,8.43E-06,0.689695498,0.673275067,0.70411634,0.001137841,0.000810949,0.001531489,0.171327734,0.122286075,0.231854908,0.014829742,0.010447374,0.020090279,0.003793327,0.002716137,0.005177493,52.50000081,52.50000058,52.5000011,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021549984,0.016518899,0.027247546,496,-4.77E-08,1.380554714,0.002231517,0.338176603,0.02962334,0.007515981,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950933,496,-2.48E-07,-1.27E-06,1.64E-07,1.379307416,1.344562857,1.407922949,0.002246995,0.001590677,0.003089625,0.34232735,0.248639593,0.458138678,0.030038767,0.021795093,0.040281824,0.007614669,0.005416079,0.0104598,105.0000016,105.0000012,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145735,0.033372533,0.056444009
497,-4.56E-07,0.345140515,0.000557708,0.084544794,0.007405635,0.001887711,26.2500004,26.24947658,2.15E-05,13124.73829,0.010737833,497,-3.58E-07,-6.30E-07,-3.84E-08,0.344697579,0.336176929,0.351882442,0.000561485,0.000395216,0.000780105,0.085502561,0.06239751,0.115007637,0.007563131,0.005350675,0.010653744,0.001912571,0.001367056,0.002566986,26.25000041,26.25000029,26.25000055,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847412,0.008265017,0.013893715,497,5.82E-08,0.69027704,0.00111579,0.169088191,0.014811707,0.003776249,52.5000008,52.49895316,4.30E-05,26249.47658,0.021475449,497,4.80E-07,-4.35E-06,6.92E-06,0.689696285,0.673275072,0.704155472,0.001137766,0.00081098,0.001531489,0.17132801,0.122286656,0.231854914,0.014829654,0.010447363,0.020090277,0.0038078,0.002726517,0.005197206,52.50000081,52.50000058,52.5000011,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550028,0.016518901,0.027247547,497,-4.57E-08,1.380554707,0.002231518,0.3381766,0.029623341,0.007544612,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950933,497,-9.90E-08,-1.13E-06,1.41E-07,1.379306811,1.344562333,1.407922945,0.002247053,0.001590668,0.003089627,0.342327133,0.248639598,0.45813867,0.030038833,0.021795125,0.040281869,0.007643742,0.005436822,0.010499726,105.0000016,105.0000012,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145701,0.033372112,0.056443976
498,-4.14E-07,0.345140342,0.000557724,0.084544733,0.007405654,0.001894895,26.2500004,26.24947658,2.15E-05,13124.73829,0.010737824,498,-3.13E-07,-5.76E-07,-2.91E-08,0.344697397,0.336176746,0.351882379,0.000561502,0.000395232,0.000780123,0.085502495,0.062397504,0.115007544,0.007563151,0.005350685,0.010653771,0.001919847,0.00137229,0.00257673,26.25000041,26.25000029,26.25000055,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847402,0.008265007,0.013893713,498,5.15E-08,0.690277067,0.001115788,0.169088201,0.014811704,0.003790618,52.5000008,52.49895316,4.30E-05,26249.47658,0.021475451,498,3.12E-07,-2.33E-06,5.85E-06,0.689696976,0.673275076,0.704206521,0.001137701,0.000811011,0.001531489,0.171328251,0.122287405,0.231854919,0.014829578,0.010447363,0.020090276,0.003822273,0.002736898,0.005216934,52.50000081,52.50000058,52.50000111,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550067,0.016518902,0.027247547,498,-4.37E-08,1.380554699,0.002231518,0.338176597,0.029623341,0.007573243,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950933,498,-5.19E-08,-1.00E-06,1.20E-07,1.37930661,1.344561809,1.407922941,0.00224707,0.001590667,0.003089629,0.342327055,0.248639603,0.458138662,0.030038853,0.021795158,0.040281915,0.007672804,0.005457564,0.010539652,105.0000016,105.0000012,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.04314569,0.033371897,0.056443943
499,-3.72E-07,0.345140169,0.000557741,0.084544673,0.007405673,0.001902078,26.2500004,26.24947658,2.15E-05,13124.73829,0.010737815,499,-2.74E-07,-5.20E-07,-2.08E-08,0.344697238,0.336176564,0.351882316,0.000561517,0.000395248,0.000780141,0.085502439,0.062397498,0.11500745,0.007563169,0.005350696,0.010653797,0.001927123,0.001377524,0.002586473,26.25000041,26.25000029,26.25000055,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847393,0.008264997,0.013893711,499,4.48E-08,0.690277095,0.001115785,0.169088211,0.014811701,0.003804988,52.50000081,52.49895316,4.30E-05,26249.47658,0.021475452,499,2.26E-07,-7.84E-07,5.22E-06,0.689697344,0.673275081,0.704214551,0.001137667,0.000811042,0.001531489,0.171328379,0.122288323,0.231854925,0.014829539,0.010447363,0.020090274,0.003836749,0.002747279,0.005236678,52.50000081,52.50000058,52.50000111,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550087,0.016518903,0.027247548,499,-4.17E-08,1.380554691,0.002231519,0.338176595,0.029623342,0.007601874,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950932,499,-5.62E-08,-8.73E-07,9.67E-08,1.379306624,1.344561285,1.407922936,0.002247069,0.001590666,0.003089631,0.342327061,0.248639608,0.458138655,0.030038852,0.02179519,0.04028196,0.007701857,0.005478306,0.010579578,105.0000016,105.0000012,105.0000022,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145691,0.033371826,0.05644391
500,-3.29E-07,0.345139995,0.000557757,0.084544612,0.007405692,0.001909262,26.25000041,26.24947658,2.15E-05,13124.73829,0.010737805,500,-2.38E-07,-4.72E-07,-1.23E-08,0.344697089,0.336176382,0.351882254,0.000561531,0.000395264,0.000780158,0.085502386,0.062397491,0.115007357,0.007563185,0.005350706,0.010653824,0.001934397,0.001382757,0.002596216,26.25000041,26.25000029,26.25000055,26.24947661,26.24947616,26.24947719,2.17E-05,1.65E-05,2.78E-05,13124.7383,13124.73808,13124.73859,0.010847385,0.008264988,0.01389371,500,3.80E-08,0.690277123,0.001115782,0.16908822,0.014811698,0.003819357,52.50000081,52.49895316,4.30E-05,26249.47658,0.021475454,500,1.58E-07,-7.41E-07,4.51E-06,0.689697636,0.673275085,0.704215504,0.00113764,0.000811073,0.00153149,0.171328477,0.122289409,0.231854931,0.014829508,0.010447362,0.020090273,0.003851223,0.00275766,0.005256638,52.50000082,52.50000059,52.50000112,52.49895318,52.49895229,52.49895438,4.31E-05,3.30E-05,5.45E-05,26249.47659,26249.47614,26249.47719,0.021550102,0.016518904,0.027247548,500,-3.98E-08,1.380554683,0.00223152,0.338176592,0.029623343,0.007630505,105.0000016,104.9979063,8.59E-05,52498.95316,0.042950932,500,-5.40E-08,-7.65E-07,8.61E-08,1.379306607,1.344560761,1.407922932,0.002247069,0.001590665,0.003089632,0.342327059,0.248639614,0.458138647,0.030038852,0.021795223,0.040282005,0.007730904,0.005499048,0.010619504,105.0000016,105.0000012,105.0000023,104.9979064,104.9979046,104.9979086,8.63E-05,6.67E-05,0.000112888,52498.95319,52498.95228,52498.95431,0.043145691,0.033371718,0.056443877
