X50.simulation.time,X50.simulation.CPlas,X50.simulation.CL,X50.simulation.CK,X50.simulation.CS,X50.simulation.CLu,X50.simulation.CBr,X50.simulation.Bal,X50.simulation.Abile,X50.simulation.Aurine,X50.simulation.Cbile,X50.simulation.Curine,X50.conf_intervals.time,X50.conf_intervals.CPlas_mean,X50.conf_intervals.CPlas_lower,X50.conf_intervals.CPlas_upper,X50.conf_intervals.CL_mean,X50.conf_intervals.CL_lower,X50.conf_intervals.CL_upper,X50.conf_intervals.CK_mean,X50.conf_intervals.CK_lower,X50.conf_intervals.CK_upper,X50.conf_intervals.CS_mean,X50.conf_intervals.CS_lower,X50.conf_intervals.CS_upper,X50.conf_intervals.CLu_mean,X50.conf_intervals.CLu_lower,X50.conf_intervals.CLu_upper,X50.conf_intervals.CBr_mean,X50.conf_intervals.CBr_lower,X50.conf_intervals.CBr_upper,X50.conf_intervals.Bal_mean,X50.conf_intervals.Bal_lower,X50.conf_intervals.Bal_upper,X50.conf_intervals.Abile_mean,X50.conf_intervals.Abile_lower,X50.conf_intervals.Abile_upper,X50.conf_intervals.Aurine_mean,X50.conf_intervals.Aurine_lower,X50.conf_intervals.Aurine_upper,X50.conf_intervals.Cbile_mean,X50.conf_intervals.Cbile_lower,X50.conf_intervals.Cbile_upper,X50.conf_intervals.Curine_mean,X50.conf_intervals.Curine_lower,X50.conf_intervals.Curine_upper,X100.simulation.time,X100.simulation.CPlas,X100.simulation.CL,X100.simulation.CK,X100.simulation.CS,X100.simulation.CLu,X100.simulation.CBr,X100.simulation.Bal,X100.simulation.Abile,X100.simulation.Aurine,X100.simulation.Cbile,X100.simulation.Curine,X100.conf_intervals.time,X100.conf_intervals.CPlas_mean,X100.conf_intervals.CPlas_lower,X100.conf_intervals.CPlas_upper,X100.conf_intervals.CL_mean,X100.conf_intervals.CL_lower,X100.conf_intervals.CL_upper,X100.conf_intervals.CK_mean,X100.conf_intervals.CK_lower,X100.conf_intervals.CK_upper,X100.conf_intervals.CS_mean,X100.conf_intervals.CS_lower,X100.conf_intervals.CS_upper,X100.conf_intervals.CLu_mean,X100.conf_intervals.CLu_lower,X100.conf_intervals.CLu_upper,X100.conf_intervals.CBr_mean,X100.conf_intervals.CBr_lower,X100.conf_intervals.CBr_upper,X100.conf_intervals.Bal_mean,X100.conf_intervals.Bal_lower,X100.conf_intervals.Bal_upper,X100.conf_intervals.Abile_mean,X100.conf_intervals.Abile_lower,X100.conf_intervals.Abile_upper,X100.conf_intervals.Aurine_mean,X100.conf_intervals.Aurine_lower,X100.conf_intervals.Aurine_upper,X100.conf_intervals.Cbile_mean,X100.conf_intervals.Cbile_lower,X100.conf_intervals.Cbile_upper,X100.conf_intervals.Curine_mean,X100.conf_intervals.Curine_lower,X100.conf_intervals.Curine_upper,X200.simulation.time,X200.simulation.CPlas,X200.simulation.CL,X200.simulation.CK,X200.simulation.CS,X200.simulation.CLu,X200.simulation.CBr,X200.simulation.Bal,X200.simulation.Abile,X200.simulation.Aurine,X200.simulation.Cbile,X200.simulation.Curine,X200.conf_intervals.time,X200.conf_intervals.CPlas_mean,X200.conf_intervals.CPlas_lower,X200.conf_intervals.CPlas_upper,X200.conf_intervals.CL_mean,X200.conf_intervals.CL_lower,X200.conf_intervals.CL_upper,X200.conf_intervals.CK_mean,X200.conf_intervals.CK_lower,X200.conf_intervals.CK_upper,X200.conf_intervals.CS_mean,X200.conf_intervals.CS_lower,X200.conf_intervals.CS_upper,X200.conf_intervals.CLu_mean,X200.conf_intervals.CLu_lower,X200.conf_intervals.CLu_upper,X200.conf_intervals.CBr_mean,X200.conf_intervals.CBr_lower,X200.conf_intervals.CBr_upper,X200.conf_intervals.Bal_mean,X200.conf_intervals.Bal_lower,X200.conf_intervals.Bal_upper,X200.conf_intervals.Abile_mean,X200.conf_intervals.Abile_lower,X200.conf_intervals.Abile_upper,X200.conf_intervals.Aurine_mean,X200.conf_intervals.Aurine_lower,X200.conf_intervals.Aurine_upper,X200.conf_intervals.Cbile_mean,X200.conf_intervals.Cbile_lower,X200.conf_intervals.Cbile_upper,X200.conf_intervals.Curine_mean,X200.conf_intervals.Curine_lower,X200.conf_intervals.Curine_upper
159,-6.01E-07,0.115048667,0.00018573,0.028182237,0.002468342,0.000218729,8.750000046,8.749825526,7.16E-06,4374.912763,0.003579378,159,-4.47E-07,-7.49E-07,-2.25E-08,0.114900536,0.112061512,0.117294963,0.000187035,0.00013179,0.000259864,0.028501333,0.020799482,0.038335642,0.002520897,0.001783579,0.003551064,0.000221811,0.000157934,0.000299088,8.750000047,8.750000033,8.750000063,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615878,0.002755054,0.00463125,159,5.12E-08,0.230092205,0.000371942,0.05636268,0.00493725,0.000437775,17.50000009,17.49965105,1.43E-05,8749.825526,0.007158475,159,4.85E-07,-2.05E-06,7.55E-06,0.229897398,0.224424777,0.234720605,0.000379382,0.000270362,0.000510492,0.057108877,0.040763549,0.077285003,0.004943365,0.003482482,0.006696774,0.000441598,0.000315222,0.00060424,17.50000009,17.50000007,17.50000013,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183267,0.005506297,0.0090825,159,-5.39E-08,0.460185034,0.000743824,0.112725578,0.009874428,0.000874708,35.00000019,34.9993021,2.86E-05,17499.65105,0.014316985,159,-3.30E-07,-1.26E-06,1.70E-07,0.45977013,0.448189491,0.469307873,0.000748902,0.000529871,0.001029637,0.114109481,0.082880526,0.152712991,0.010012811,0.007264878,0.013427345,0.000886664,0.000629531,0.001219507,35.00000019,35.00000013,35.00000026,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381968,0.011123956,0.01881462
160,-5.36E-07,0.115048402,0.000185755,0.028182144,0.002468371,0.000221238,8.750000047,8.749825526,7.16E-06,4374.912763,0.003579363,160,-3.94E-07,-6.72E-07,-1.48E-08,0.114900324,0.112061209,0.117294767,0.000187056,0.00013179,0.000259881,0.028501259,0.020799429,0.03833564,0.002520921,0.001783588,0.003551086,0.00022435,0.000159746,0.000302505,8.750000048,8.750000034,8.750000064,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615867,0.002755045,0.004631248,160,4.71E-08,0.230092222,0.000371941,0.056362686,0.004937248,0.000442779,17.50000009,17.49965105,1.43E-05,8749.825526,0.007158476,160,4.27E-07,-1.09E-06,6.60E-06,0.22989762,0.224424795,0.234728985,0.000379359,0.000270364,0.000510492,0.057108941,0.040763548,0.077285003,0.004943337,0.003482464,0.006696773,0.000446644,0.000318827,0.000611159,17.50000009,17.50000007,17.50000013,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183279,0.005506298,0.0090825,160,-5.14E-08,0.460185024,0.000743825,0.112725575,0.00987443,0.000884693,35.00000019,34.9993021,2.86E-05,17499.65105,0.014316984,160,-2.52E-07,-1.12E-06,1.44E-07,0.459769817,0.448189246,0.469307859,0.000748932,0.000529946,0.001029763,0.114109363,0.082880487,0.152712982,0.010012846,0.0072649,0.013427391,0.000896805,0.000636715,0.001233497,35.00000019,35.00000014,35.00000026,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381951,0.011123915,0.018814592
161,-4.72E-07,0.115048137,0.00018578,0.028182051,0.002468401,0.000223746,8.750000047,8.749825526,7.16E-06,4374.912763,0.003579349,161,-3.45E-07,-6.06E-07,-1.34E-08,0.114900121,0.112060907,0.117294576,0.000187075,0.00013179,0.000259898,0.028501187,0.020799376,0.038335637,0.002520943,0.001783591,0.003551108,0.000226889,0.000161557,0.000305922,8.750000048,8.750000034,8.750000065,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615856,0.002755035,0.004631245,161,4.29E-08,0.230092239,0.000371939,0.056362692,0.004937246,0.000447783,17.50000009,17.49965105,1.43E-05,8749.825526,0.007158477,161,2.91E-07,-9.17E-07,5.47E-06,0.229898173,0.224424813,0.234730135,0.000379306,0.000270366,0.000510492,0.057109139,0.040763548,0.077285003,0.004943275,0.003482463,0.006696771,0.000451685,0.000322425,0.00061808,17.5000001,17.50000007,17.50000013,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183309,0.005506298,0.0090825,161,-4.89E-08,0.460185014,0.000743826,0.112725571,0.009874431,0.000894678,35.00000019,34.9993021,2.86E-05,17499.65105,0.014316984,161,-1.59E-07,-1.01E-06,1.24E-07,0.45976944,0.448189,0.469307845,0.000748969,0.00053002,0.001029828,0.114109217,0.082880448,0.152712974,0.010012887,0.007264923,0.013427392,0.000906942,0.000643899,0.001247369,35.00000019,35.00000014,35.00000026,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.01438193,0.011123874,0.018814592
162,-4.07E-07,0.115047872,0.000185804,0.028181959,0.00246843,0.000226254,8.750000048,8.749825526,7.16E-06,4374.912763,0.003579334,162,-3.01E-07,-5.46E-07,-1.24E-08,0.114899943,0.112060605,0.117294388,0.000187091,0.00013179,0.000259914,0.028501124,0.020799323,0.038335634,0.002520963,0.001783594,0.00355113,0.000229427,0.000163369,0.000309339,8.750000049,8.750000035,8.750000066,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615846,0.002755026,0.004631243,162,3.88E-08,0.230092256,0.000371937,0.056362698,0.004937244,0.000452788,17.5000001,17.49965105,1.43E-05,8749.825526,0.007158478,162,1.84E-07,-8.27E-07,4.22E-06,0.229898621,0.22442483,0.234731813,0.000379264,0.000270368,0.000510493,0.0571093,0.040763547,0.077285003,0.004943227,0.003482461,0.00669677,0.000456727,0.000326023,0.000625002,17.5000001,17.50000007,17.50000013,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183334,0.005506299,0.009082501,162,-4.64E-08,0.460185004,0.000743827,0.112725568,0.009874432,0.000904663,35.00000019,34.9993021,2.86E-05,17499.65105,0.014316983,162,-7.60E-08,-9.07E-07,1.06E-07,0.459769103,0.448188755,0.469307831,0.000749001,0.000530095,0.001029834,0.114109081,0.082880409,0.152712966,0.010012924,0.007264945,0.013427393,0.000917072,0.000651083,0.001261212,35.00000019,35.00000014,35.00000027,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.01438191,0.011123832,0.018814591
163,-3.42E-07,0.115047607,0.000185829,0.028181866,0.002468459,0.000228763,8.750000049,8.749825526,7.16E-06,4374.912763,0.00357932,163,-2.63E-07,-4.88E-07,-1.17E-08,0.114899784,0.112060303,0.117294199,0.000187106,0.00013179,0.000259931,0.028501067,0.02079927,0.038335631,0.00252098,0.001783597,0.003551152,0.000231964,0.00016518,0.000312756,8.750000049,8.750000035,8.750000066,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615837,0.002755017,0.004631241,163,3.47E-08,0.230092273,0.000371936,0.056362704,0.004937242,0.000457792,17.5000001,17.49965105,1.43E-05,8749.825526,0.007158479,163,1.16E-07,-7.44E-07,3.14E-06,0.229898915,0.224424848,0.23473402,0.000379238,0.00027037,0.000510493,0.057109401,0.040763546,0.077285003,0.004943197,0.00348246,0.006696768,0.00046177,0.00032962,0.000631923,17.5000001,17.50000007,17.50000013,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183351,0.005506299,0.009082501,163,-4.39E-08,0.460184993,0.000743828,0.112725564,0.009874433,0.000914649,35.00000019,34.9993021,2.86E-05,17499.65105,0.014316983,163,-3.92E-08,-8.10E-07,8.85E-08,0.459768954,0.448188509,0.469307817,0.000749015,0.000530169,0.00102984,0.114109021,0.08288037,0.152712957,0.010012939,0.007264968,0.013427393,0.000927193,0.000658267,0.001275055,35.0000002,35.00000014,35.00000027,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381901,0.011123814,0.01881459
164,-2.78E-07,0.115047342,0.000185854,0.028181773,0.002468488,0.000231271,8.750000049,8.749825526,7.16E-06,4374.912763,0.003579305,164,-2.25E-07,-4.38E-07,-9.43E-09,0.11489963,0.112060001,0.117294011,0.000187121,0.00013179,0.000259948,0.028501012,0.020799218,0.038335629,0.002520997,0.0017836,0.003551173,0.000234501,0.000166991,0.000316173,8.75000005,8.750000035,8.750000067,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615829,0.002755007,0.004631238,164,3.05E-08,0.23009229,0.000371934,0.05636271,0.00493724,0.000462797,17.5000001,17.49965105,1.43E-05,8749.825526,0.00715848,164,7.52E-08,-6.50E-07,2.68E-06,0.229899102,0.224424866,0.234736756,0.000379222,0.000270372,0.000510493,0.057109457,0.040763545,0.077285003,0.004943179,0.003482459,0.006696767,0.000466813,0.000333218,0.000638811,17.5000001,17.50000007,17.50000014,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183361,0.005506299,0.009082502,164,-4.14E-08,0.460184983,0.000743829,0.11272556,0.009874434,0.000924634,35.0000002,34.9993021,2.86E-05,17499.65105,0.014316982,164,-2.12E-08,-7.21E-07,7.36E-08,0.459768884,0.448188263,0.469307803,0.000749021,0.000530184,0.001029846,0.114108983,0.082880331,0.152712949,0.010012947,0.00726499,0.013427394,0.000937309,0.000665451,0.001288899,35.0000002,35.00000014,35.00000027,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381896,0.011123812,0.018814589
165,-2.13E-07,0.115047078,0.000185879,0.028181681,0.002468517,0.000233779,8.75000005,8.749825526,7.16E-06,4374.912763,0.003579291,165,-1.88E-07,-3.91E-07,-6.67E-09,0.114899479,0.112059699,0.117293863,0.000187135,0.000131791,0.000259965,0.028500959,0.020799165,0.038335626,0.002521013,0.001783603,0.003551195,0.000237038,0.000168803,0.00031959,8.75000005,8.750000036,8.750000068,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.00361582,0.002754998,0.004631236,165,2.64E-08,0.230092307,0.000371933,0.056362716,0.004937239,0.000467801,17.5000001,17.49965105,1.43E-05,8749.825526,0.007158481,165,5.60E-08,-6.23E-07,2.03E-06,0.229899187,0.224424884,0.234740021,0.000379215,0.000270374,0.000510493,0.057109485,0.040763545,0.077285003,0.004943171,0.003482458,0.006696765,0.000471857,0.000336819,0.000645699,17.5000001,17.50000007,17.50000014,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183366,0.0055063,0.009082502,165,-3.89E-08,0.460184973,0.00074383,0.112725557,0.009874435,0.000934619,35.0000002,34.9993021,2.86E-05,17499.65105,0.014316982,165,-1.93E-08,-6.26E-07,5.84E-08,0.459768876,0.448188018,0.469307789,0.000749022,0.000530187,0.001029851,0.114108979,0.082880292,0.152712941,0.010012947,0.007265013,0.013427395,0.000947421,0.000672635,0.001302742,35.0000002,35.00000014,35.00000028,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381895,0.011123811,0.018814588
166,-1.48E-07,0.115046813,0.000185904,0.028181588,0.002468546,0.000236288,8.75000005,8.749825526,7.16E-06,4374.912763,0.003579276,166,-1.53E-07,-3.48E-07,-5.07E-09,0.114899336,0.112059397,0.117293856,0.000187148,0.000131791,0.000259981,0.028500907,0.020799164,0.038335623,0.002521029,0.001783606,0.003551217,0.000239572,0.000170614,0.000323007,8.750000051,8.750000036,8.750000069,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615812,0.002754994,0.004631235,166,2.23E-08,0.230092324,0.000371931,0.056362722,0.004937237,0.000472805,17.5000001,17.49965105,1.43E-05,8749.825526,0.007158482,166,4.19E-08,-5.63E-07,1.20E-06,0.229899247,0.224424902,0.234743815,0.000379209,0.000270376,0.000510493,0.057109504,0.040763544,0.077285003,0.004943165,0.003482457,0.006696764,0.000476899,0.00034042,0.000652586,17.5000001,17.50000007,17.50000014,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183369,0.0055063,0.009082502,166,-3.64E-08,0.460184963,0.000743831,0.112725553,0.009874436,0.000944604,35.0000002,34.9993021,2.86E-05,17499.65105,0.014316981,166,-3.72E-08,-5.30E-07,4.17E-08,0.459768942,0.448187772,0.469307775,0.000749015,0.00053019,0.001029857,0.114109016,0.082880252,0.152712932,0.01001294,0.007265035,0.013427396,0.000957529,0.000679819,0.001316585,35.0000002,35.00000014,35.00000028,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381899,0.011123809,0.018814587
167,-8.35E-08,0.115046548,0.000185929,0.028181496,0.002468576,0.000238796,8.750000051,8.749825526,7.16E-06,4374.912763,0.003579262,167,-1.21E-07,-3.04E-07,-4.26E-09,0.114899203,0.112059095,0.117293849,0.000187161,0.000131791,0.000259998,0.02850086,0.020799162,0.03833562,0.002521043,0.001783609,0.003551239,0.000242105,0.000172426,0.000326424,8.750000051,8.750000037,8.750000069,8.749825536,8.749825386,8.74982573,7.23E-06,5.51E-06,9.26E-06,4374.912768,4374.912693,4374.912865,0.003615805,0.002754993,0.004631235,167,1.81E-08,0.230092341,0.00037193,0.056362728,0.004937235,0.00047781,17.5000001,17.49965105,1.43E-05,8749.825526,0.007158483,167,2.86E-08,-5.06E-07,8.18E-07,0.229899303,0.22442492,0.234753108,0.000379204,0.000270377,0.000510494,0.057109523,0.040763543,0.077285003,0.004943159,0.003482455,0.006696763,0.00048194,0.000344021,0.000659474,17.5000001,17.50000007,17.50000014,17.49965106,17.49965076,17.49965146,1.44E-05,1.10E-05,1.82E-05,8749.825531,8749.825381,8749.82573,0.007183372,0.005506301,0.009082503,167,-3.39E-08,0.460184953,0.000743832,0.11272555,0.009874438,0.000954589,35.0000002,34.9993021,2.86E-05,17499.65105,0.014316981,167,-6.29E-08,-4.34E-07,2.50E-08,0.459769036,0.448187527,0.469307761,0.000749005,0.000530193,0.001029863,0.11410907,0.082880213,0.152712924,0.01001293,0.007265058,0.013427396,0.000967633,0.000687002,0.001330429,35.00000021,35.00000015,35.00000028,34.99930213,34.99930152,34.99930287,2.88E-05,2.22E-05,3.76E-05,17499.65106,17499.65076,17499.65144,0.014381906,0.011123807,0.018814586
168,-3.46E-08,0.133228166,0.000185948,0.028181426,0.002468598,0.000241301,10.00000005,9.999800526,7.16E-06,4999.900263,0.003579251,168,-9.24E-08,-2.71E-07,-3.60E-09,0.133080902,0.130240611,0.13547566,0.000187172,0.000131791,0.000260015,0.028500817,0.02079916,0.038335618,0.002521056,0.001783609,0.003551261,0.000244635,0.000174237,0.000329841,10.00000005,10.00000004,10.00000007,9.999800536,9.999800386,9.99980073,7.23E-06,5.51E-06,9.26E-06,4999.900268,4999.900193,4999.900365,0.003615798,0.002754993,0.004631235,168,1.40E-08,0.266455994,0.000371928,0.056362734,0.004937233,0.000482814,20.0000001,19.99960105,1.43E-05,9999.800526,0.007158484,168,2.68E-08,-4.29E-07,6.81E-07,0.266262945,0.260788574,0.271116069,0.000379203,0.000270379,0.000510494,0.057109526,0.040763542,0.077285003,0.004943158,0.003482454,0.006696761,0.00048698,0.000347622,0.00066636,20.0000001,20.00000007,20.00000014,19.99960106,19.99960076,19.99960146,1.44E-05,1.10E-05,1.82E-05,9999.800531,9999.800381,9999.80073,0.007183373,0.005506301,0.009082503,168,-3.14E-08,0.532912216,0.000743833,0.112725546,0.009874439,0.000964574,40.0000002,39.9992021,2.86E-05,19999.60105,0.01431698,168,-6.67E-08,-3.51E-07,1.71E-08,0.532496319,0.520914554,0.542035019,0.000749004,0.000530196,0.001029869,0.114109082,0.082880174,0.152712916,0.010012928,0.00726508,0.013427397,0.000977737,0.000694186,0.001344272,40.00000021,40.00000015,40.00000029,39.99920213,39.99920152,39.99920287,2.88E-05,2.22E-05,3.76E-05,19999.60106,19999.60076,19999.60144,0.014381907,0.011123805,0.018814585
169,0.000362344,0.129992025,0.000352158,0.031687304,0.002984592,0.000265828,10.00000005,9.999800593,8.02E-06,4999.900297,0.004009478,169,0.000388977,0.000266425,0.000526654,0.12971416,0.126182541,0.132778976,0.00036376,0.000264693,0.000484242,0.03199932,0.023303354,0.04305345,0.003055181,0.00219877,0.004250594,0.000270802,0.000194119,0.000361336,10.00000005,10.00000004,10.00000007,9.999800604,9.999800436,9.999800816,8.09E-06,6.19E-06,1.03E-05,4999.900302,4999.900218,4999.900408,0.004043658,0.003094013,0.005164838,169,0.000722198,0.260005811,0.000703395,0.063379584,0.005968181,0.000531714,20.0000001,19.99960119,1.60E-05,9999.800593,0.008019686,169,0.000723137,0.000518741,0.000976803,0.259764115,0.252357479,0.265990713,0.000712725,0.000535641,0.000927354,0.06419542,0.045969602,0.086588751,0.005973587,0.004304129,0.007983155,0.000535982,0.0003901,0.000726451,20.0000001,20.00000007,20.00000014,19.9996012,19.99960086,19.99960165,1.61E-05,1.23E-05,2.02E-05,9999.800598,9999.800431,9999.800823,0.008045088,0.006158138,0.010118926,169,0.001454442,0.519969691,0.001410665,0.126744719,0.011940886,0.001062981,40.00000021,39.99920237,3.21E-05,19999.60119,0.016037119,169,0.001424713,0.00100969,0.001865789,0.519607859,0.504975443,0.531729826,0.001405755,0.00103018,0.001857144,0.128310017,0.09335741,0.171228731,0.012081213,0.008870192,0.016144947,0.001074496,0.000771534,0.001458892,40.00000021,40.00000015,40.00000029,39.9992024,39.99920172,39.99920324,3.22E-05,2.50E-05,4.19E-05,19999.6012,19999.60086,19999.60162,0.016113319,0.01249414,0.020966781
170,9.17E-05,0.131107462,0.000247865,0.032076089,0.002862623,0.000252426,10.00000005,9.999800599,8.14E-06,4999.9003,0.004070093,170,6.57E-05,3.13E-05,0.000115096,0.131043381,0.12770283,0.133838331,0.000239247,0.000171049,0.000329694,0.032475309,0.023715697,0.04370855,0.002910607,0.002053679,0.004106987,0.000254274,0.000181831,0.000342715,10.00000005,10.00000004,10.00000007,9.999800611,9.999800441,9.99980083,8.23E-06,6.27E-06,1.05E-05,4999.900305,4999.90022,4999.900415,0.004117314,0.003134361,0.005273016,170,0.000147137,0.262359633,0.00048176,0.064203632,0.005708881,0.000502881,20.0000001,19.9996012,1.63E-05,9999.8006,0.008148227,170,0.000183706,0.00010622,0.000281546,0.261984656,0.255375488,0.267592676,0.000504315,0.000363862,0.000674338,0.064995227,0.046421387,0.087755106,0.005731676,0.004067705,0.007733514,0.000509341,0.000366011,0.000696757,20.00000011,20.00000008,20.00000014,19.99960121,19.99960087,19.99960166,1.63E-05,1.25E-05,2.06E-05,9999.800604,9999.800435,9999.800831,0.008167783,0.006254345,0.010305998,170,0.000387163,0.524338885,0.000999321,0.128274136,0.011459645,0.001010296,40.00000021,39.9992024,3.26E-05,19999.6012,0.016275687,170,0.000314241,0.000168629,0.000489008,0.524155436,0.510679583,0.535468942,0.000977285,0.000683629,0.001333784,0.129942606,0.094413831,0.173771939,0.011583687,0.008435304,0.01555242,0.001019358,0.00072407,0.001396169,40.00000021,40.00000015,40.00000029,39.99920243,39.99920174,39.99920328,3.27E-05,2.53E-05,4.28E-05,19999.60121,19999.60087,19999.60164,0.016364777,0.012660712,0.021386746
171,4.01E-05,0.131317101,0.000227966,0.032149846,0.002839333,0.000252192,10.00000005,9.9998006,8.16E-06,4999.9003,0.004081605,171,4.36E-05,2.39E-05,6.51E-05,0.131134114,0.127901954,0.133922672,0.000230743,0.000164996,0.000315048,0.032508344,0.02373549,0.043729347,0.002900777,0.002055529,0.00407935,0.000255852,0.000182125,0.000343891,10.00000005,10.00000004,10.00000007,9.999800611,9.999800441,9.999800832,8.24E-06,6.28E-06,1.06E-05,4999.900306,4999.90022,4999.900416,0.004122431,0.003141647,0.005286201,171,1.04E-05,0.262920207,0.000429057,0.064399689,0.005647227,0.000500398,20.00000011,19.9996012,1.64E-05,9999.800601,0.008178806,171,4.96E-05,-8.32E-06,0.000132161,0.262534605,0.255982333,0.268277621,0.000452497,0.000320534,0.000618744,0.065191486,0.046577135,0.088048208,0.005671309,0.004003695,0.007672446,0.000507069,0.000362779,0.000696149,20.00000011,20.00000008,20.00000015,19.99960121,19.99960087,19.99960167,1.64E-05,1.26E-05,2.07E-05,9999.800606,9999.800435,9999.800833,0.00819801,0.006279295,0.010347772,171,0.00010239,0.525505718,0.000889569,0.128682343,0.011331251,0.001004653,40.00000021,39.9992024,3.27E-05,19999.6012,0.016339358,171,7.56E-05,4.78E-06,0.000155019,0.52513664,0.511842253,0.536212155,0.000885197,0.000619825,0.001214215,0.130295549,0.094628649,0.174316714,0.011476931,0.008327149,0.015403612,0.001016634,0.000722977,0.001394795,40.00000021,40.00000015,40.0000003,39.99920243,39.99920174,39.99920328,3.28E-05,2.54E-05,4.29E-05,19999.60122,19999.60087,19999.60164,0.016418976,0.012699833,0.021471128
172,1.58E-05,0.131416323,0.000218627,0.032184573,0.002828407,0.000253603,10.00000005,9.999800601,8.17E-06,4999.9003,0.004087022,172,2.30E-05,7.08E-06,4.57E-05,0.131217664,0.127923369,0.134012706,0.00022279,0.000157134,0.000306305,0.032537852,0.023738607,0.04378192,0.002891476,0.00204763,0.004066698,0.000257519,0.000183064,0.000348562,10.00000005,10.00000004,10.00000007,9.999800612,9.999800441,9.999800832,8.25E-06,6.30E-06,1.06E-05,4999.900306,4999.900221,4999.900416,0.004127022,0.003148101,0.005290265,172,4.03E-06,0.262946223,0.000426609,0.064408791,0.005644364,0.000505752,20.00000011,19.9996012,1.64E-05,9999.800601,0.008180226,172,1.61E-06,-3.80E-05,5.14E-05,0.262735948,0.256373971,0.268372486,0.000433975,0.000306977,0.000589186,0.065264766,0.046612445,0.088321342,0.005649928,0.003981549,0.007654693,0.000509971,0.000364088,0.000698885,20.00000011,20.00000008,20.00000015,19.99960121,19.99960087,19.99960167,1.64E-05,1.26E-05,2.07E-05,9999.800606,9999.800436,9999.800834,0.008209082,0.006295325,0.010370689,172,1.27E-05,0.525873288,0.000855019,0.12881088,0.011290833,0.001010738,40.00000021,39.9992024,3.27E-05,19999.6012,0.016359406,172,7.44E-06,-1.67E-05,3.46E-05,0.52541825,0.5121209,0.536354522,0.000858904,0.000605183,0.001178144,0.130397961,0.094701496,0.17448886,0.011446592,0.00830105,0.01535472,0.001024158,0.00072726,0.001406673,40.00000022,40.00000015,40.0000003,39.99920243,39.99920174,39.99920328,3.29E-05,2.54E-05,4.30E-05,19999.60122,19999.60087,19999.60164,0.016434624,0.012711792,0.021497224
